Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,B365>2.5,B365<2.5
E0,29/04/12,Chelsea,QPR,6,1,4,0,-250,350,750,-145,138
E0,29/04/12,Tottenham,Blackburn,2,0,1,0,-278,400,700,-175,183
E0,30/04/12,Man City,Man United,1,0,1,0,110,250,240,-132,128
E0,01/05/12,Liverpool,Fulham,0,1,0,1,-161,300,450,-118,110
E0,01/05/12,Stoke,Everton,1,1,0,1,175,225,160,125,-132
E0,02/05/12,Bolton,Tottenham,1,4,0,1,300,260,-110,-120,116
E0,02/05/12,Chelsea,Newcastle,0,2,0,1,-200,333,550,-137,143
E0,05/05/12,Arsenal,Norwich,3,3,1,2,-455,550,1100,-250,235
E0,06/05/12,Aston Villa,Tottenham,1,1,1,0,320,275,-120,-110,108
E0,06/05/12,Bolton,West Brom,2,2,1,0,100,250,275,-130,122
E0,06/05/12,Fulham,Sunderland,2,1,2,1,-120,260,333,-105,102
E0,06/05/12,Man United,Swansea,2,0,2,0,-588,600,1600,-227,210
E0,06/05/12,Newcastle,Man City,0,2,0,0,400,300,-149,-128,120
E0,06/05/12,QPR,Stoke,1,0,0,0,-120,275,320,-101,100
E0,06/05/12,Wolves,Everton,0,0,0,0,400,275,-143,-135,126
E0,07/05/12,Blackburn,Wigan,0,1,0,0,140,250,188,-125,120
E0,08/05/12,Liverpool,Chelsea,4,1,3,0,110,250,240,-110,108
E0,13/05/12,Chelsea,Blackburn,2,1,2,0,-333,450,900,-222,200
E0,13/05/12,Everton,Newcastle,3,1,2,0,120,250,220,-104,100
E0,13/05/12,Man City,QPR,3,2,1,0,-769,800,1800,-294,250
E0,13/05/12,Norwich,Aston Villa,2,0,2,0,120,240,225,-133,126
E0,13/05/12,Stoke,Bolton,2,2,1,2,138,250,188,-111,112
E0,13/05/12,Sunderland,Man United,0,1,0,1,600,350,-227,-149,143
E0,13/05/12,Swansea,Liverpool,1,0,0,0,240,250,110,-130,124
E0,13/05/12,Tottenham,Fulham,2,0,1,0,-250,350,750,-147,145
E0,13/05/12,West Brom,Arsenal,2,3,2,2,400,300,-149,-149,150
E0,13/05/12,Wigan,Wolves,3,2,2,1,-175,300,500,-149,143
